Product code,Bureau of Meteorology station number,Date,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality Min,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality Max,Randwick_AQI
IDCJAC0009,66037,11/07/2017,0,1,N,21.6,1,N,27.2,1,N,39
IDCJAC0009,66037,12/07/2017,1.2,1,N,21.6,1,N,27.2,1,N,33
IDCJAC0009,66037,13/07/2017,16,1,N,21.6,1,N,27.2,1,N,31
IDCJAC0009,66037,14/07/2017,0,1,N,21.6,1,N,27.2,1,N,32
IDCJAC0009,66037,15/07/2017,0,1,N,21.6,1,N,27.2,1,N,39
IDCJAC0009,66037,16/07/2017,0,1,N,21.6,1,N,27.2,1,N,40
IDCJAC0009,66037,17/07/2017,0,1,N,21.6,1,N,27.2,1,N,34
IDCJAC0009,66037,18/07/2017,0,1,N,21.6,1,N,27.2,1,N,34
IDCJAC0009,66037,19/07/2017,0,1,N,21.6,1,N,27.2,1,N,35
IDCJAC0009,66037,20/07/2017,0,1,N,21.6,1,N,27.2,1,N,35
IDCJAC0009,66037,21/07/2017,0,1,N,21.6,1,N,27.2,1,N,38
IDCJAC0009,66037,22/07/2017,0,1,N,21.6,1,N,27.2,1,N,49
IDCJAC0009,66037,23/07/2017,0,1,N,21.6,1,N,27.2,1,N,51
IDCJAC0009,66037,24/07/2017,0,1,N,21.6,1,N,27.2,1,N,38
IDCJAC0009,66037,25/07/2017,0,1,N,21.6,1,N,27.2,1,N,33
IDCJAC0009,66037,26/07/2017,0,1,N,21.6,1,N,27.2,1,N,37
IDCJAC0009,66037,27/07/2017,0,1,N,21.6,1,N,27.2,1,N,43
IDCJAC0009,66037,28/07/2017,0,1,N,21.6,1,N,27.2,1,N,38
